# V78.3.0.3 source recovery manifest
# source_ref is the read-only staged index tree used for parity verification.
# source_commit_or_index is the earliest reachable historical commit proving the same blob; INDEX_ONLY means no reachable commit proof.
# Rehomed static assets are listed after the indexed source rows.
path	source_ref	source_commit_or_index	blob_sha	evidence	modified
frontend/src/shared/api/teamAdmin.js	integration/master-production-20260828:index@4d2925e5d0029924c3e6cafa4b11278d6f407f42	c678f9e0ea3b6c5a3d85062e0ef1aa744601d667	7b1551b595b4b229d6ba1743681501979e613890	exact-production-dist-parity; frontend build input	no-bytes-changed
frontend/src/shared/api/tts.js	integration/master-production-20260828:index@4d2925e5d0029924c3e6cafa4b11278d6f407f42	e6212b17890cfd3909199f4b4c624fb80dc8c962	a79080294554802a195f7cd2c09e856b06820dd9	exact-production-dist-parity; frontend build input	no-bytes-changed
frontend/src/shared/avatars.js	integration/master-production-20260828:index@4d2925e5d0029924c3e6cafa4b11278d6f407f42	ccee291459718320d96969faca941af0076869e4	f9cc1dad23ed287f1a687539d52312562c065f01	exact-production-dist-parity; frontend build input	no-bytes-changed
frontend/src/shared/components/BrandLogo.jsx	integration/master-production-20260828:index@4d2925e5d0029924c3e6cafa4b11278d6f407f42	f4613539f0777825b83beac7853834e8e397bd89	c3682366191a4b4914a97fa84e6f5404d1330e37	exact-production-dist-parity; frontend build input	no-bytes-changed
frontend/src/shared/components/GradientButton.jsx	integration/master-production-20260828:index@4d2925e5d0029924c3e6cafa4b11278d6f407f42	5ccd4f5b4a613f74c7d1df17e61c0d207578eac0	0e7084c1a808abf87a7e6f25a59d245e4a857935	exact-production-dist-parity; frontend build input	no-bytes-changed
frontend/src/shared/components/Link.jsx	integration/master-production-20260828:index@4d2925e5d0029924c3e6cafa4b11278d6f407f42	5ccd4f5b4a613f74c7d1df17e61c0d207578eac0	a567aba8363fc293bc4497ad2d2c2e1ab02e0d54	exact-production-dist-parity; frontend build input	no-bytes-changed
frontend/src/shared/components/SuperOpcLiquidMetalLogo.jsx	integration/master-production-20260828:index@4d2925e5d0029924c3e6cafa4b11278d6f407f42	e6a8274d17b9a38bebb7afbd54f089012c9c37f7	20cb1d3bb14d7750b48b7503c5e7997d17bb243b	exact-production-dist-parity; frontend build input	no-bytes-changed
frontend/src/shared/components/lanyard/Lanyard.jsx	integration/master-production-20260828:index@4d2925e5d0029924c3e6cafa4b11278d6f407f42	579f34066bc0bf30ff7b6b3a21a6489493164dcd	2c9756ac53d1bca786ec4697191d64d4f18f6a48	exact-production-dist-parity; frontend build input	no-bytes-changed
frontend/src/shared/components/lanyard/card.glb	integration/master-production-20260828:index@4d2925e5d0029924c3e6cafa4b11278d6f407f42	579f34066bc0bf30ff7b6b3a21a6489493164dcd	d5e7ec818f1c3870badf96aa891b985c279571d6	exact-production-dist-parity; frontend build input	no-bytes-changed
frontend/src/shared/components/lanyard/lanyard.css	integration/master-production-20260828:index@4d2925e5d0029924c3e6cafa4b11278d6f407f42	579f34066bc0bf30ff7b6b3a21a6489493164dcd	adf214e4b56311c9fc8d2063efed40bfaef8c17e	exact-production-dist-parity; frontend build input	no-bytes-changed
frontend/src/shared/components/lanyard/lanyard.png	integration/master-production-20260828:index@4d2925e5d0029924c3e6cafa4b11278d6f407f42	579f34066bc0bf30ff7b6b3a21a6489493164dcd	b1b0f1d6862c65458551c8640f48134b62f49a87	exact-production-dist-parity; frontend build input	no-bytes-changed
frontend/src/shared/error-reporting.js	integration/master-production-20260828:index@4d2925e5d0029924c3e6cafa4b11278d6f407f42	9a1f4a7653b1517cff6406e90c058f101b14d86b	35d2d6723b7a19378adc847d978ad57ddba899df	exact-production-dist-parity; frontend build input	no-bytes-changed
frontend/src/shared/layouts/AdminLayout.jsx	integration/master-production-20260828:index@4d2925e5d0029924c3e6cafa4b11278d6f407f42	72df9a9b3b3ea551a55ec91ae1ca383281825075	13fd1464832bfd8c193a4fe14b52ca9b37a1cd62	exact-production-dist-parity; frontend build input	no-bytes-changed
frontend/src/shared/layouts/UserLayout.jsx	integration/master-production-20260828:index@4d2925e5d0029924c3e6cafa4b11278d6f407f42	a7f9463184e8a8c781bb614e9a7953dbdc2bf2cb	410fd7ab9c2cc7784309acc24865fc9f0be56f16	exact-production-dist-parity; frontend build input	no-bytes-changed
frontend/src/shared/notifications/globalTaskCenter.js	integration/master-production-20260828:index@4d2925e5d0029924c3e6cafa4b11278d6f407f42	e1ccbac1653bcd37e27a925e64144353062262e8	ef6980a898a0628e397451b724a601810a9fbe21	exact-production-dist-parity; frontend build input	no-bytes-changed
frontend/src/shared/notifications/taskSound.js	integration/master-production-20260828:index@4d2925e5d0029924c3e6cafa4b11278d6f407f42	dd9325615d2b8bb1ab3db12804e88f4abe82295f	c3daeef632f24381124c014f382a09f74418ca16	exact-production-dist-parity; frontend build input	no-bytes-changed
frontend/src/shared/pet/CmPenguinCompanion.jsx	integration/master-production-20260828:index@4d2925e5d0029924c3e6cafa4b11278d6f407f42	e73e9209b6811555af8de48c4d48200cf2847361	66f309b6b761785788ca386499af34b46ad9189e	exact-production-dist-parity; frontend build input	no-bytes-changed
frontend/src/shared/pet/StackyPet.jsx	integration/master-production-20260828:index@4d2925e5d0029924c3e6cafa4b11278d6f407f42	f981ee820ffd736cbbc0bbd4a3e47c5e221bf728	d990e16313b39e6506c7d4cf02dd320a67c5da51	exact-production-dist-parity; frontend build input	no-bytes-changed
frontend/src/shared/pet/cm-penguin-companion.css	integration/master-production-20260828:index@4d2925e5d0029924c3e6cafa4b11278d6f407f42	e73e9209b6811555af8de48c4d48200cf2847361	2f89a499eee69bbcfe917161f58af527c086d92d	exact-production-dist-parity; frontend build input	no-bytes-changed
frontend/src/shared/pet/cmActionProposal.js	integration/master-production-20260828:index@4d2925e5d0029924c3e6cafa4b11278d6f407f42	e73e9209b6811555af8de48c4d48200cf2847361	5dddf2e41af0195ffb2b2c8fe22d0070b2e65825	exact-production-dist-parity; frontend build input	no-bytes-changed
frontend/src/shared/pet/cmActionProposal.test.js	integration/master-production-20260828:index@4d2925e5d0029924c3e6cafa4b11278d6f407f42	e73e9209b6811555af8de48c4d48200cf2847361	9944c13ad886fa2044d8f07831fa43823341bd81	exact-production-dist-parity; frontend build input	no-bytes-changed
frontend/src/shared/pet/cmBridge.js	integration/master-production-20260828:index@4d2925e5d0029924c3e6cafa4b11278d6f407f42	854d95f26b48bc29a53c0026593630b4cb9e625c	4fcc7d30e63b440a01fda433dbf74f05381af768	exact-production-dist-parity; frontend build input	no-bytes-changed
frontend/src/shared/pet/companionSpeech.js	integration/master-production-20260828:index@4d2925e5d0029924c3e6cafa4b11278d6f407f42	ce27cf5568074513be2236822adae3a74dce290d	b8f081aa7fbbfb6ed6fcecb27eec7e7caf4b52d3	exact-production-dist-parity; frontend build input	no-bytes-changed
frontend/src/shared/pet/companionSpeech.test.js	integration/master-production-20260828:index@4d2925e5d0029924c3e6cafa4b11278d6f407f42	ce27cf5568074513be2236822adae3a74dce290d	a9e9038c6c812a5a0fd4278e00431b83fe4ea38b	exact-production-dist-parity; frontend build input	no-bytes-changed
frontend/src/shared/pet/overlayGeometry.js	integration/master-production-20260828:index@4d2925e5d0029924c3e6cafa4b11278d6f407f42	5ccd4f5b4a613f74c7d1df17e61c0d207578eac0	dbf37d4169b18deea8cc0a1c36d09344db9e73cd	exact-production-dist-parity; frontend build input	no-bytes-changed
frontend/src/shared/pet/overlayGeometry.test.js	integration/master-production-20260828:index@4d2925e5d0029924c3e6cafa4b11278d6f407f42	5ccd4f5b4a613f74c7d1df17e61c0d207578eac0	c949f74b52815cfa88445ed4a55844d3463788ac	exact-production-dist-parity; frontend build input	no-bytes-changed
frontend/src/shared/pet/scriptCollaboration.js	integration/master-production-20260828:index@4d2925e5d0029924c3e6cafa4b11278d6f407f42	f6805923a76c5d7bcb554eb9654b032e1a2f03e8	25940d8176780dc31c9fe3e1cef6e18106346b22	exact-production-dist-parity; frontend build input	no-bytes-changed
frontend/src/shared/pet/scriptCollaboration.test.js	integration/master-production-20260828:index@4d2925e5d0029924c3e6cafa4b11278d6f407f42	f6805923a76c5d7bcb554eb9654b032e1a2f03e8	df7c1a25e14e4f0736f97d97697468ca582eccbb	exact-production-dist-parity; frontend build input	no-bytes-changed
frontend/src/shared/pet/stacky.js	integration/master-production-20260828:index@4d2925e5d0029924c3e6cafa4b11278d6f407f42	e1ccbac1653bcd37e27a925e64144353062262e8	008509e58ae48bbce77506047db186fb2943a370	exact-production-dist-parity; frontend build input	no-bytes-changed
frontend/src/shared/pet/stacky.test.js	integration/master-production-20260828:index@4d2925e5d0029924c3e6cafa4b11278d6f407f42	a0b443c4a60ef3d3fd15992eb982c7c8eae2f27d	a2304de1c7d0a9ba99dc3d15d0a0403b51651957	exact-production-dist-parity; frontend build input	no-bytes-changed
frontend/src/shared/styles/account-center-visual-rebuild.css	integration/master-production-20260828:index@4d2925e5d0029924c3e6cafa4b11278d6f407f42	a7f9463184e8a8c781bb614e9a7953dbdc2bf2cb	7d125e8ed7309195811d4cc9283cb0a7297da13e	exact-production-dist-parity; frontend build input	no-bytes-changed
frontend/src/shared/styles/agent-workspace.css	integration/master-production-20260828:index@4d2925e5d0029924c3e6cafa4b11278d6f407f42	82f04eddfa26991fbbc345ad148aebf8e54dd485	d71904df8bd5caa7d5534a622b5ec2329771971c	exact-production-dist-parity; frontend build input	no-bytes-changed
frontend/src/shared/styles/global.css	integration/master-production-20260828:index@4d2925e5d0029924c3e6cafa4b11278d6f407f42	45b64fe28f374351e2ed5dabd48dc3504ea9e104	6af346eae9432eb14f135aa3194faf179698ed3e	exact-production-dist-parity; frontend build input	no-bytes-changed
frontend/src/shared/styles/home-gradient-button.css	integration/master-production-20260828:index@4d2925e5d0029924c3e6cafa4b11278d6f407f42	5ccd4f5b4a613f74c7d1df17e61c0d207578eac0	0699684e2c66f241b457c56aefce0dde8af1ed9f	exact-production-dist-parity; frontend build input	no-bytes-changed
frontend/src/shared/styles/login-card-motion.css	integration/master-production-20260828:index@4d2925e5d0029924c3e6cafa4b11278d6f407f42	46fff23223e8642975cd6549bd1b8aeb037f25a7	03f632b2fcd587177e18a5fa2b08225cb82aef50	exact-production-dist-parity; frontend build input	no-bytes-changed
frontend/src/shared/styles/login-card.css	integration/master-production-20260828:index@4d2925e5d0029924c3e6cafa4b11278d6f407f42	1070460b9a01bf94cfa6fe8261add0307c4c2b25	b39893efdb6edddfc8499c08ba37f3e417801ecc	exact-production-dist-parity; frontend build input	no-bytes-changed
frontend/src/shared/styles/member-center.css	integration/master-production-20260828:index@4d2925e5d0029924c3e6cafa4b11278d6f407f42	aa328a2d4eb760138a2e8931c5a2c3d2dc3c0763	9c322ae4bdee191f40789b3db14e3bdd5a510abe	exact-production-dist-parity; frontend build input	no-bytes-changed
frontend/src/shared/styles/team-collaboration.css	integration/master-production-20260828:index@4d2925e5d0029924c3e6cafa4b11278d6f407f42	d73b094dec902dee7a5eaee2fcae98a2b436c6b8	4b6f1eecbe1f84ccf9d3e87616c748b57e10d283	exact-production-dist-parity; frontend build input	no-bytes-changed
frontend/src/shared/styles/team-governance.css	integration/master-production-20260828:index@4d2925e5d0029924c3e6cafa4b11278d6f407f42	99510776cdcf15500d626a7c766776f522b2c6fd	521558be3e416d3e8840ab53fd722bfbbee50ffa	exact-production-dist-parity; frontend build input	no-bytes-changed
frontend/src/shared/styles/theme.js	integration/master-production-20260828:index@4d2925e5d0029924c3e6cafa4b11278d6f407f42	9c369e5eb3614262a08f96dfff8654d1bf8de0f0	4f54be9a20f7992fc275c034d421afdf93a29e0b	exact-production-dist-parity; frontend build input	no-bytes-changed
frontend/src/shared/webauthn.js	integration/master-production-20260828:index@4d2925e5d0029924c3e6cafa4b11278d6f407f42	9010bdd9f1833aaaa76f591f77e9e4ad09f66c7b	195f33ac2ad37afb5aecf8392abaeee92a0b1139	exact-production-dist-parity; frontend build input	no-bytes-changed
frontend/src/user/App.jsx	integration/master-production-20260828:index@4d2925e5d0029924c3e6cafa4b11278d6f407f42	a7f9463184e8a8c781bb614e9a7953dbdc2bf2cb	96803158182a07a9e188450c451b4acbb57215fb	exact-production-dist-parity; frontend build input	no-bytes-changed
frontend/src/user/components/HomeSplashCursor.jsx	integration/master-production-20260828:index@4d2925e5d0029924c3e6cafa4b11278d6f407f42	5ccd4f5b4a613f74c7d1df17e61c0d207578eac0	13beb1111d728673085b34308c03277e7ad8717e	exact-production-dist-parity; frontend build input	no-bytes-changed
frontend/src/user/components/ShotOutputCards.jsx	integration/master-production-20260828:index@4d2925e5d0029924c3e6cafa4b11278d6f407f42	a8e4d497e8091e6bc3b1b528bd94f68142558e7e	d003a087688ff0e2de9fe9e2221a647298c5af43	exact-production-dist-parity; frontend build input	no-bytes-changed
frontend/src/user/components/shotTextHighlight.js	integration/master-production-20260828:index@4d2925e5d0029924c3e6cafa4b11278d6f407f42	a63243377f5b8d37c1bc3197ac97e7ef9659681b	16c4733f330e67d584f85349d85dd67e945ca03e	exact-production-dist-parity; frontend build input	no-bytes-changed
frontend/src/user/main.jsx	integration/master-production-20260828:index@4d2925e5d0029924c3e6cafa4b11278d6f407f42	d5bf036492aea6a3605d0515617c68a3ac36dfbc	029f1f7fd084a0985a48157a385e8b07a49f6727	exact-production-dist-parity; frontend build input	no-bytes-changed
frontend/src/user/pages/AccountRolePage.jsx	integration/master-production-20260828:index@4d2925e5d0029924c3e6cafa4b11278d6f407f42	a7f9463184e8a8c781bb614e9a7953dbdc2bf2cb	b8416b464e3bc28130af7701be3d9daba8e246e4	exact-production-dist-parity; frontend build input	no-bytes-changed
frontend/src/user/pages/AdvancedTeamAdminPage.jsx	integration/master-production-20260828:index@4d2925e5d0029924c3e6cafa4b11278d6f407f42	d6f6ce31e4e69b19d1a62766180deb731c7b4fff	c8578ab5f5f7efdcfa6ed3770583cdea023eb840	exact-production-dist-parity; frontend build input	no-bytes-changed
frontend/src/user/pages/AgentPage.jsx	integration/master-production-20260828:index@4d2925e5d0029924c3e6cafa4b11278d6f407f42	5ccd4f5b4a613f74c7d1df17e61c0d207578eac0	24517a3f4a69d972c8e640eeef6c32ab7093168b	exact-production-dist-parity; frontend build input	no-bytes-changed
frontend/src/user/pages/AgentPageV2.jsx	integration/master-production-20260828:index@4d2925e5d0029924c3e6cafa4b11278d6f407f42	e1ccbac1653bcd37e27a925e64144353062262e8	32f3bf67d3aa893b88321da69401a763fd8a9623	exact-production-dist-parity; frontend build input	no-bytes-changed
frontend/src/user/pages/ApiConfigPage.jsx	integration/master-production-20260828:index@4d2925e5d0029924c3e6cafa4b11278d6f407f42	d6f6ce31e4e69b19d1a62766180deb731c7b4fff	8b32d784e755576d190fc82ebcf481a8281dc3c7	exact-production-dist-parity; frontend build input	no-bytes-changed
frontend/src/user/pages/BatchFactoryPage.jsx	integration/master-production-20260828:index@4d2925e5d0029924c3e6cafa4b11278d6f407f42	INDEX_ONLY	d69ce914614d6560a92f28ae6c083e80d883d07e	index-only; exact-production-dist-parity; staged source co-location	no-bytes-changed
frontend/src/user/pages/BatchFactoryPreviewPage.jsx	integration/master-production-20260828:index@4d2925e5d0029924c3e6cafa4b11278d6f407f42	472f7b44c8acf0c05ade300c39afcdbae85b7e67	8803d10c4abbcba1b5c7ad0a6b1781b0fb153f90	exact-production-dist-parity; frontend build input	no-bytes-changed
frontend/src/user/pages/HistoryPage.jsx	integration/master-production-20260828:index@4d2925e5d0029924c3e6cafa4b11278d6f407f42	5ccd4f5b4a613f74c7d1df17e61c0d207578eac0	43ee3d0432c1b219d5c43f90618a1a40028936ec	exact-production-dist-parity; frontend build input	no-bytes-changed
frontend/src/user/pages/HomePage.jsx	integration/master-production-20260828:index@4d2925e5d0029924c3e6cafa4b11278d6f407f42	35d31482979abdd6db3c2f1a03fc2f475d94ba81	4ec06b5ae7ce321e3a27632379b9bbfcbe6d5ed7	exact-production-dist-parity; frontend build input	no-bytes-changed
frontend/src/user/pages/InviteAcceptPage.jsx	integration/master-production-20260828:index@4d2925e5d0029924c3e6cafa4b11278d6f407f42	b08358b0f13bcb1950adef94a66443ec0893281f	ffe124c6a0de4f3699ce2cf1bb093786bb95d4ba	exact-production-dist-parity; frontend build input	no-bytes-changed
frontend/src/user/pages/IssueLogPage.jsx	integration/master-production-20260828:index@4d2925e5d0029924c3e6cafa4b11278d6f407f42	35d31482979abdd6db3c2f1a03fc2f475d94ba81	c776133e3816887ad83bb0d9f52231ab47792e24	exact-production-dist-parity; frontend build input	no-bytes-changed
frontend/src/user/pages/MemberCenterPage.jsx	integration/master-production-20260828:index@4d2925e5d0029924c3e6cafa4b11278d6f407f42	d6f6ce31e4e69b19d1a62766180deb731c7b4fff	b46698ce1cf399cb36df4a47147d19d381230f9d	exact-production-dist-parity; frontend build input	no-bytes-changed
frontend/src/user/pages/NovelFetchPage.jsx	integration/master-production-20260828:index@4d2925e5d0029924c3e6cafa4b11278d6f407f42	6098a2e2a26a9617fddbb22c5c5b553bfacbc5ed	35c0ed186a8b2d9b6db98f29292d0f9f72df7b5b	exact-production-dist-parity; frontend build input	no-bytes-changed
frontend/src/user/pages/NovelFetchWorkshopPage.jsx	integration/master-production-20260828:index@4d2925e5d0029924c3e6cafa4b11278d6f407f42	a88a8689f9a66aadfcabfb5332dd10f38677cd2f	6367f28c78724874c50d0eeb780fb6656e3307b6	exact-production-dist-parity; frontend build input	no-bytes-changed
frontend/src/user/pages/NovelPanelPage.jsx	integration/master-production-20260828:index@4d2925e5d0029924c3e6cafa4b11278d6f407f42	2a246c0651de854bfe6cb7f0249db0215cdad15d	8dc95b57f4124bef7fbfdee6437c5bbbd4175ac1	exact-production-dist-parity; frontend build input	no-bytes-changed
frontend/src/user/pages/ProfilePage.jsx	integration/master-production-20260828:index@4d2925e5d0029924c3e6cafa4b11278d6f407f42	d6f6ce31e4e69b19d1a62766180deb731c7b4fff	a2bdde030c01ddc4ea9761f1555222fe1219ce34	exact-production-dist-parity; frontend build input	no-bytes-changed
frontend/src/user/pages/RecoveryPage.jsx	integration/master-production-20260828:index@4d2925e5d0029924c3e6cafa4b11278d6f407f42	67267c18a381826358d626bb6dd2357e4b914096	3cccd6b54dda8f613eaad72d76ad423eaafb700c	exact-production-dist-parity; frontend build input	no-bytes-changed
frontend/src/user/pages/ScriptPage.jsx	integration/master-production-20260828:index@4d2925e5d0029924c3e6cafa4b11278d6f407f42	bbd9753377d49741f94e15b868308381c56c031a	8743f154a4ef9651295c7a1025e5762cd7b769c5	exact-production-dist-parity; frontend build input	no-bytes-changed
frontend/src/user/pages/SecurityPage.jsx	integration/master-production-20260828:index@4d2925e5d0029924c3e6cafa4b11278d6f407f42	5f7493b7eddf45a827432548db6b27af0b9a5191	581582c6802f39dd00fbecdd04f7dcd5d0684623	exact-production-dist-parity; frontend build input	no-bytes-changed
frontend/src/user/pages/SettingsPage.jsx	integration/master-production-20260828:index@4d2925e5d0029924c3e6cafa4b11278d6f407f42	87be9a35b330d96ac0ff41fb5f79543c5d50386d	8ce590aad3fe65218fca765c156cf073f601b034	exact-production-dist-parity; frontend build input	no-bytes-changed
frontend/src/user/pages/ShuihuoProductionPage.jsx	integration/master-production-20260828:index@4d2925e5d0029924c3e6cafa4b11278d6f407f42	ee3ccc01838b6df566c4a502620a3ef48d17da46	960f9b3899ec1f6fe9a557331c356f9ece3f634b	exact-production-dist-parity; frontend build input	no-bytes-changed
